			J Stromsather, L Marretta, P Soderstrom	Conf. on Electricity Distribution (CIRED ...	2015			4	378	2020-06-06	local+energy+market
Nuclear power plant closures and local housing values: Evidence from Fukushima and the German housing market	WUBvzeX8T-0J	https://www.sciencedirect.com/science/article/pii/S0094119017300074	TK Bauer , ST Braun , M Kvasnicka	Journal of Urban Economics	2017	Elsevier	... prices near German NPPs if the accident increased the perceived risk of nuclear energy ... The phase-out, however, also tends to increase local housing prices by reducing the ... the relative importance of changes in risk perceptions, risk exposure, and labor market conditions will ...	28	379	2020-06-06	local+energy+market
It&#39;s Not Easy Being Green: Local Initiatives, Preemption Problems, and the Market Participant Exception	jCj9pGpWY6EJ	https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ucinlr78&amp;section=33	M Burger	U. Cin. L. Rev.	2009	HeinOnline	... The Article then articulates a revised test for the market participant exception and illustrates through ... standards that require them to derive an increasing percentage of their energy pools from ... At the same time, local governments have pursued a diverse array of climate change ...	48	380	2020-06-06	local+energy+market
Multicriteria selection of optimal location of tcsc in a competitive energy market	wJJeKWAnEg8J	https://content.sciendo.com/view/journals/jee/61/3/article-p129.xml	M Alomoush	Journal of Electrical Engineering	2010	content.sciendo.com	... As an outcome of restructuring, transmission providers and ISO are increasingly asked to explore techniques of local control to resolve a number of ... 132 MI Alomoush: MULTICRITERIA SELECTION OF OPTIMAL LOCATION OF TCSC IN A COMPETITIVE ENERGY MARKET ...	1	381	2020-06-06	local+energy+market
Organizational learning about new international markets: Exploring the internal transfer of local market knowledge	qKZH8UzAYykJ	https://link.springer.com/article/10.1057/palgrave.jibs.8490923	MD Lord, AL Ranft	Journal of international business studies	2000	Springer	... International Markets: Exploring the Internal Transfer of Local Market Knowledge MichaelD ... AnnetteL.Ranft** WAKEFORESTUNIVERSITY This study examines the transferof local market knowledge within the diversifiedfirm as its divisions ex- pand into a new host country ...	500	382	2020-06-06	local+energy+market
The Effectiveness of Creating a Common Energy Market in the Eurasian Economic Union	153V0PFomPwJ	http://www.mnje.com/sites/mnje.com/files/155-166_-_ivlev_et_al..pdf	MS MARAMYGIN, AA PAKHOMOV, ID ELYAKOVA	mnje.com			... On the Concept of Forming a Common Electricity Market of the Eurasian Economic Union ... 2 (2020), 155-166 166 Santamouris, M. (2019), â€œChapter 5: Defining the Synergies Between Energy Consumptionâ€“ Local Climate Change and Energy Povertyâ€�, Minimizing ...		384	2020-06-06	local+energy+market
Transmission Siting in the Western United States: Getting Green Electrons to Market	d9Kvk6-oqd8J	https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/idlr46&amp;section=19	JA Holtkamp , MA Davidson	Idaho L. Rev.	2009	HeinOnline	... GETTING GREEN ELECTRONS TO MARKET ... development.23 A multi-state transmis- sion siting initiative in the West would maintain the local control and ... hallmark of an open process while assuring that necessary infra- structure is approved and built to bring energy to growing ...	13	385	2020-06-06	local+energy+market
Allocating transmission to mitigate market power in electricity networks	3lhLR71LPHUJ	https://www.jstor.org/stable/1593768	R Gilbert, K Neuhoff , D Newbery	RAND Journal of Economics	2004	JSTOR	... If a generator with market power at an importing node imports energy with a transmission contract and sells it in the local spot market , this will increase the total volume of energy it sell at the spot market price and increases its incentive to withhold domestic output to increase ...	146	386	2020-06-06	local+energy+market
Evolution toward standardized market design	Gql6nC19f3YJ	https://ieeexplore.ieee.org/abstract/document/1198273/	X Ma, DI Sun, KW Cheung	IEEE Transactions on Power ...	2003	ieeexplore.ieee.org	... Energy market developments are presented in Section IV. Section V deals with transmission right markets ... The SMD features several key functions: an LMP-based energy market with the SCED, an ancillary service market , and a transmission right market ...	145	387	2020-06-06	local+energy+market
Financial transmission rights meet Cournot: how TCCs curb market power	PD0WHZpiFWoJ	https://www.iaee.org/energyjournal/article/1299	S Stoft	The Energy Journal	1999	iaee.org	... Oren&#39;s Conjecture: An energy spot market run by an IS0 using optimal dispatch will result in a uniform price, provided generators at congestionlimited nodes serve no local loads, and provided there are no secondary supporting markets ...	100	383	2020-06-06	local+energy+market
A sensitivity approach to detection of local market power potential	J-VkIwaJD-AJ	https://ieeexplore.ieee.org/abstract/document/5711706/	BC Lesieutre , KM Rogers, TJ Overbye ...	IEEE Transactions on ...	2011	ieeexplore.ieee.org	... market power in large-scale electric energy markets,â€� in Proc. 39th Annu. Hawaii Int. Conf. System Sciences, 2006 (HICSS&#39;06), Jan. 4â€“7, 2006, vol. 10, p. 240b. [4] FA Wolak, in Comments for Technical Conference on Compensation for Generation Units Subject to Local Market ...	19	388	2020-06-06	local+energy+market
Barriers to energy efficiency: more than just market failure	uBohJg_wGJoJ	https://journals.sagepub.com/doi/abs/10.1177/0958305X9700800103	N Eyre	Energy &amp; Environment	1997	journals.sagepub.com	... in energy efficiency investment, with the conclusion that this is a &#34;natural&#34; market risk, not justifying government intervention (Gates, 1983; Sutherland, 1991; Metcalf, 1994). In the public sector, access to capital is frequently directly rationed by government. For example, UK local ...	82	389	2020-06-06	local+energy+market
A fragmented market on the way to harmonisation? EU policy-making on renewable energy promotion	LWJBmMnWTdMJ	https://www.sciencedirect.com/science/article/pii/S0973082608603944	JC Jansen, MA Uyterlinde	Energy for Sustainable Development	2004	Elsevier	... is warranted by the social costs of damage inflicted on the local and global ... green- house gas emissions, in particular by improving access to indigenous energy resources, in ... In practice, technology development is mainly market -driven: investment embodying new tech- nology ...	59	390	2020-06-06	local+energy+market
Implementation strategy for small CHP-plants in a competitive market : the case of Lithuania	pImo8uIxvOIJ	https://www.sciencedirect.com/science/article/pii/S0306261904001850	H Lund , G Šiupšinskas, V Martinaitis	Applied energy	2005	Elsevier	... The optimization of small CHP-plants in a competitive market is both a matter of investment design as well as a matter of operation ... It has become advanced software for the analysis of local energy -plants based on units such as gas engines, gas turbines and steam turbines in ...	73	391	2020-06-06	local+energy+market
Evidence of rational market valuations for home energy efficiency	lyhvi1fP2TcJ	https://mpra.ub.uni-muenchen.de/id/eprint/35343	R Nevin, G Watson	1998	1998	mpra.ub.uni-muenchen.de	... be considered just one of many complex factors affecting the decision to buy a home, but the same can be said about other determinants of home value-from number of bedrooms to the quality of local schools. In a rational, competitive market , the value of energy ef- ficiency ...	117	392	2020-06-06	local+energy+market
Crime rates and local labor market opportunities in the United States: 1979â€“1997	dzhCj3XXsW0J	https://www.mitpressjournals.org/doi/abs/10.1162/003465302317331919	ED Gould , BA Weinberg, DB Mustard	Review of Economics and statistics	2002	MIT Press	Page 1. CRIME RATES AND LOCAL LABOR MARKET OPPORTUNITIES IN THE UNITED STATES: 1979â€“1997 ... CRIME RATES AND LOCAL LABOR MARKET OPPORTUNITIES IN THE UNITED STATES: 1979â€“1997 47 Page 4 ...	1054	393	2020-06-06	local+energy+market
Market penetration rates of new energy technologies	_z1I_dAtVj0J	https://www.sciencedirect.com/science/article/pii/S0301421505001862	P Lund	Energy Policy	2006	Elsevier	... Several factors contribute to the large spread ranging from the market opportunities, cost of the technology to ... As one may expect, the build-up rates for technologies with a large energy impact on a global scale is often much lower than for those with a local dimension and ...	105	394	2020-06-06	local+energy+market
Global consumer segmentation versus local market orientation: empirical findings	Ml1Vs7IPINAJ	https://www.jstor.org/stable/40228108	U Yavas, BJ Verhage, RT Green	MIR: Management International Review	1992	JSTOR	... Global Consumer Segmentation versus Local Market Orientation ... may wish to focus more heavily on cluster 1 as opposed to cluster 3, based on the size of the potential target market ... An Energy Conservation Perspective,&#34; Journal of the Academy of Marketing Science (No ...	123	395	2020-06-06	local+energy+market
Local labor market fluctuations and health: is there a connection and for whom?	l-ZROl__OaAJ	https://www.sciencedirect.com/science/article/pii/S0167629608000817	KK Charles , P DeCicca	Journal of health economics	2008	Elsevier	... Elsevier. Journal of Health Economics. Volume 27, Issue 6, December 2008, Pages 1532-1550. Journal of Health Economics. Local labor market fluctuations and health: Is there a connection and for whom ... 1.1. Why might local labor market conditions affect health ...	217	397	2020-06-06	local+energy+market
Coupled energy and reactive power market clearing considering power system security	6utfIJbNA2oJ	https://www.sciencedirect.com/science/article/pii/S0196890408004925	A Rabiee , H Shayanfar , N Amjady	Energy conversion and Management	2009	Elsevier	... over a long time, which is, to some extent, in contradiction with the local nature of ... proposes a day ahead market model for reactive power rather than a seasonal market model ... In the above mentioned papers, the energy and reactive power markets are decoupled from each other ...	45	396	2020-06-06	local+energy+market
Future power market and sustainable energy solutions–The treatment of uncertainties in the daily operation of combined heat and power plants	_J8igaE0BR4J	https://www.sciencedirect.com/science/article/pii/S0306261915002184	P Sorknæs , H Lund , AN Andersen	Applied Energy	2015	Elsevier	... [36] use energyPRO to investigate the feasibility of CHP plants with thermal storage systems in the German spot market ... Østergaard [48] uses energyPRO to analyse the effect of different energy storage options for a local energy system with 100% renewable energy ...	47	398	2020-06-06	local+energy+market
A market -specific methodology for a commercial building energy performance index	V8Pbps4gPYgJ	https://link.springer.com/article/10.1007/s11146-014-9481-0	CE Kontokosta	The Journal of Real Estate Finance and Economics	2015	Springer	... 8 reveals the extent of the difference in Energy Star scores using the local market data as a baseline. While scores for very poorly performing and very well performing buildings remain relatively consistent, there is a wide variation among building scores in the middle quartiles ...	42	399	2020-06-06	local+energy+market
Assessment of national energy policies and its influence on the development of windpower in specific countries.	pz0shmQ4aW4J	https://ieeexplore.ieee.org/abstract/document/5558729/	BY Moratilla-Soria , MM Cledera-Castro ...	... Energy Market	2010	ieeexplore.ieee.org	... Also the national subsidy policies have been assessed in order to understand their influence on the degree of local development and technological maturity of wind power. Keywords: windpower market , renewable energy , energy policies 1. INTRODUCTION ...	1	400	2020-06-06	local+energy+market
Bilateral contracting in multi-agent electricity markets: negotiation strategies and a case study	eiqgNe5YjeUJ	https://ieeexplore.ieee.org/abstract/document/6607343/	F Lopes , H Algarvio , H Coelho	... the European Energy Market ...	2013	ieeexplore.ieee.org	... purchase it from retailers, who in turn buy it in the wholesale market . In this model, the â€œwiresâ€� activities of the distribution companies are normally separated from their retail activities because they no longer have a local monopoly for the supply of electrical energy in the area ...	30	401	2020-06-06	local+energy+market
Modelling and assessing the impacts of self supply and market -revenue driven Virtual Power Plants	8pVVabJjgkoJ	https://www.sciencedirect.com/science/article/pii/S0378779614003861	K Dietrich, JM Latorre, L Olmos , A Ramos	Electric Power Systems ...	2015	Elsevier	... The mentioned objectives are not mutually excluding. In some works more than one objective is targeted. Authors in [6], [8] give priority to the supply of local demands with VPP generation before optimising the sale of exceeding energy in the market ...	52	402	2020-06-06	local+energy+market
Forecasting power market clearing price and quantity using a neural network method	U4gKXMJXQ9QJ	https://ieeexplore.ieee.org/abstract/document/866984/	F Gao, X Guan, XR Cao...	... Summer Meeting (Cat ...	2000	ieeexplore.ieee.org	... I. Drezga and S. Rahman, “Short-term Load Forecasting with Local ANN Predictors ... Alex Papalexopoulos is president and founder of ECCO International, a energy consulting company ... governments, utilities, marketers, generators and sofhvare vendors on market design issues ...	158	403	2020-06-06	local+energy+market
Techno-economic and policy requirements for the market -entry of the fuel cell micro-CHP system in the residential sector	M-UNHJQ-Zd4J	https://www.sciencedirect.com/science/article/pii/S0306261915000136	S Pellegrino, A Lanzini , P Leone	Applied Energy	2015	Elsevier	... incorporates the main technical and economic features and constraints of the residential energy market ... both investment and operating type incentives on the electric energy produced by ... on the system operating modes and its technical layout (including a local electricity storage ...	49	404	2020-06-06	local+energy+market
Market -clearing for pricing system security based on voltage stability criteria	x2aLucsV0cIJ	https://www.sciencedirect.com/science/article/pii/S0360544210006456	MK Kim, JK Park , YW Nam	Energy	2011	Elsevier	... Market -clearing. Local marginal price (LMP). Voltage stability criteria. Security constrained-optimal power flow (SC-OPF). Benders&#39; decomposition ... [17]. If the scheduled bilateral contracts are firm, ie, not subject to curtailment by the pool auction energy market , the combined pool ...	18	406	2020-06-06	local+energy+market
A cooperative game based fair-efficient trading model in global green energy market	LgEdSMOm3uwJ	https://ieeexplore.ieee.org/abstract/document/9061736/	W Hu, M Tan, R Wang, Y Su	... on Energy Internet and Energy ...	2019	ieeexplore.ieee.org	... model in global green energy market Wei Hu College of Information and Engineering Xiangtan University Xiangtan, China wei huchn@163.com ... Abstract-This paper considers that many countries are connected in a global green energy market ...		405	2020-06-06	local+energy+market
Optimization of hybrid solar energy sources/wind turbine systems integrated to utility grids as microgrid (MG) under pool/bilateral/hybrid electricity market using PSO	oOAeS6FbM7kJ	https://www.sciencedirect.com/science/article/pii/S0038092X11003379	M Mohammadi , SH Hosseinian , GB Gharehpetian	Solar energy	2012	Elsevier	... energy sources such as photovoltaic array and wind turbine with energy storage devices ... and upstream power system (DISCO) under pool/bilateral/hybrid electricity market are different ... of microgrid, during interconnected operation by optimizing the production of local DGs and ...	140	407	2020-06-06	local+energy+market
A transition toward a market expansion phase: Policies for promoting wind power in Taiwan	RFA9yJlmLQoJ	https://www.sciencedirect.com/science/article/pii/S0360544208003198	YH Huang, JH Wu	Energy	2009	Elsevier	... Through the niche market . (1) ... (2) EFL (1991) required that public utilities purchase electricity from renewable energy technologies; the price of the electricity purchase was 90% of the average ... The implementation of industrial strategies to develop local wind power technologies ...	21	408	2020-06-06	local+energy+market
Energy supply, its demand and security issues for developed and emerging economies	PtRfnT2DZPsJ	https://www.sciencedirect.com/science/article/pii/S1364032106000049	M Asif , T Muneer	Renewable and Sustainable Energy Reviews	2007	Elsevier	... to meet specific needs for energy services (particularly in developing countries and rural areas), create new employment opportunities, and offer possibilities for local manufacturing of equipment. Renewable sector is now growing faster than the growth in overall energy market ...	1013	409	2020-06-06	local+energy+market
Review of US ESCO industry market trends: an empirical analysis of project data	cnlctImgj4MJ	https://www.sciencedirect.com/science/article/pii/S0301421503002490	CA Goldman , NC Hopper, JG Osborn	Energy policy	2005	Elsevier	... Median energy savings for individual market segments are shown in Fig. 5 and highlight some interesting trends. State/ local government and health/hospital market segments have higher median savings compared to other market segments (200â€“215 vs ...	256	411	2020-06-06	local+energy+market
Local climate governance in China: Hybrid actors and market mechanisms	uG_oCz4w-cgJ	https://link.springer.com/content/pdf/10.1057/9781137007803.pdf	M Schröder	2011	2011	Springer	... to shed light on one explanation for the Chinese CDM success story, namely its local market catalysts – the ... also tops lists relating to the world&#39;s most heavily polluted cities and severest local air and ... At the same time, China overtook the US as the world&#39;s heaviest energy user in ...	42	410	2020-06-06	local+energy+market
Management of energy storage coordinated with wind power under electricity market conditions	LNvB5SpiEC4J	https://ieeexplore.ieee.org/abstract/document/4912642/	LM Costa, F Bourry, J Juban...	Proceedings of the 10th ...	2008	ieeexplore.ieee.org	... the model chain includes the process of conversion from global wind to local wind and ... In the operation phase, we have used the energy storage for reducing existing energy imbalances between ... due to wind power forecast errors, which are penalized by the market as explained ...	63	414	2020-06-06	local+energy+market
... and efficient European renewable energy market . D20 Report. Consistency with other EU policies, System and Market integration. A Smart Power Market at the Centre ...	gxvHJZPCem8J	https://www.osti.gov/etdeweb/biblio/22125377	K Neuhoff , R Boyd , T Grau, B Hobbs , D Newbery...	2011	2011	osti.gov	Page 1. RE-Shaping: Shaping an effective and efficient European renewable energy market D20 Report: Consistency with other EU policies, System and Market integration ... Page 5. Shaping an effective and efficient European renewable energy market I This report ...		412	2020-06-06	local+energy+market
A bidding strategy for virtual power plants with the intraday demand response exchange market using the stochastic programming	0GHc8sEzyMcJ	https://ieeexplore.ieee.org/abstract/document/8340849/	HT Nguyen , LB Le , Z Wang	IEEE Transactions on Industry ...	2018	ieeexplore.ieee.org	... The VPP acts as a commercial aggregator that maximizes its revenue by sell- ing energy in the wholesale electricity market and to local retail customers. The VPP can participate in both energy markets and DRX market as shown in Fig ...	35	415	2020-06-06	local+energy+market
&#39;Neighbors As Competitors&#39; or&#39;Neighbors As Partners&#39;: How Does Market Segmentation Affect Regional Energy Efficiency in China?	zmpdIKZvcowJ	https://www.jstor.org/stable/pdf/resrep21776.pdf?acceptTC=true&amp;coverpage=false	L Nie, ZX Zhang	2019	2019	JSTOR	... Third, due to the constraint of research perspective, previous literature which examines the relationship between regional economic integration and energy performance neglects the game behavior hidden behind market segmentation among local governments ...	1	413	2020-06-06	local+energy+market
Distant event, local effects? Fukushima and the German housing market	HIJevvMzdvYJ	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2309980	TK Bauer , S Braun , M Kvasnicka	... and the German Housing Market ...	2013	papers.ssrn.com	... of the risk of nuclear energy , and the decision to phase out nuclear energy has reduced ... expected) local economic effects and updated risk perceptions should be reflected in local house prices ... for real estate to investigate the effect of Fukushima on the German housing market ...	21	416	2020-06-06	local+energy+market
The China syndrome: Local labor market effects of import competition in the United States	UmdoKrZ2efIJ	https://www.aeaweb.org/articles?id=10.1257/aer.103.6.2121	H David , D Dorn , GH Hanson	American Economic Review	2013	aeaweb.org	... 2121 The China Syndrome: Local Labor Market Effects ... Variation in the overall employment share of manufacturing, however, only explains about a quarter of the variation in the measure of local labor market import exposure that we will define below ...	2855	417	2020-06-06	local+energy+market
Electricity Market Structure, Market Design and DSO Implications	PQelqbg61f4J	https://www.northernpowergrid.com/asset/0/document/5413.pdf	F Li, Z Zhang, L Shan, X Yang, W Kong	northernpowergrid.com			... A local energy market with time scales of day-ahead, intra-day and real-time will be a major component of a new electricity supply infrastructure ... To enable the local matching of supply and demand a local energy market is available for day- ahead energy trading ...		418	2020-06-06	local+energy+market
Bio-coal market study: Macro and micro-environment of the bio-coal business in Finland	mcvOf5tMJAsJ	https://www.sciencedirect.com/science/article/pii/S0961953414000543	L Wang, M Lurina, J Hyytiäinen, E Mikkonen	Biomass and bioenergy	2014	Elsevier	... As an entirely new business, bio-coal does not have a clear development model, which can be attributed to the little market information available, non-viable ... We would suggest that they focus on decentralised local economic sales, biomass supply and energy end use; 4 ...	21	420	2020-06-06	local+energy+market
How do Local Institutions Mediate Market and Population Pressures on Resources? Forest Panchayats in Kumaon, India	tHOsPM6MuSsJ	https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-7660.00050	A Agrawal, G Yadama	Development and change	1997	Wiley Online Library	... If local economies are integrated into larger markets, greater market pressures are ... See, for example, Levi-Strauss summarizing his views on race and culture (1985: 21), Jack Nicholson talking about solar energy (1992: 165), or Crick and Watson talking about their ...	412	419	2020-06-06	local+energy+market
Lessons learned from international wind integration studies	2e_vApuPYp4J	https://www.researchgate.net/profile/Thomas_Ackermann/publication/261876552_Lessons_Learned_from_International_Wind_Integration_Studies/links/0f317535c4b076c180000000/Lessons-Learned-from-International-Wind-Integration-Studies.pdf	T Ackermann, R Kuwahata	... by Australian Energy Market ...	2011	researchgate.net	... of them may affect the security of the entire system while some of them may only affect local operation ... AEMO Australian Energy Market Operator CECRE Control Centre of Renewable Energies CREZ Competitive Renewable Energy Zone DFIG Doubly Fed Induction Generator ...	36	421	2020-06-06	local+energy+market
The impact of subsidies in the Swedish solar energy market	cQhbOjRKtukJ	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1411106	T Ekblom, L Larsson	2020	2020	diva-portal.org	... A limiting factor has been the few numbers of local actors conducting installations in the Swedish market . (Palm, 2014) ... funds in the budget (IVA 2015), but also due to the falling prices on the solar cell market (Swedish energy agency 2016) ...		422	2020-06-06	local+energy+market
Electricity market design for facilitating the integration of wind energy : Experience and prospects with the Australian National Electricity Market	4FoVOXAwU8kJ	https://www.sciencedirect.com/science/article/pii/S030142150900562X	I MacGill	Energy Policy	2010	Elsevier	... roles of decision-makers, ranging from policy-makers and regulators to system and market operators and ... to one or more system operators, of maintaining the integrity of a local or the ... This may include spot and derivative markets for electrical energy as well as ancillary service ...	91	423	2020-06-06	local+energy+market
Flow-based evaluation of congestions in the electric power transmission system	Yedmz7qhqGwJ	https://ieeexplore.ieee.org/abstract/document/5558762/	D Waniek, C Rehtanz...	... European Energy Market	2010	ieeexplore.ieee.org	... improved frame work for cross-border trading. The market coupling algorithm considers all local bids of the energy traders and optimizes the exchange between the different market areas. Therefore, all bids are directly valid in ...	21	424	2020-06-06	local+energy+market
A market -based instrument for renewable energy : Modelling a dynamic price function for local areas	5VI425wPxucJ	https://www.diva-portal.org/smash/record.jsf?pid=diva2:1387806	C Flygare	2019	2019	diva-portal.org	To meet a worldwide growing demand for energy , while at the same time addressing environmental aspects, is a big challenge of the world today. Within the energy field there are many on-going projects on different scales which aim to reduce the dependency on ...		427	2020-06-06	local+energy+market
A global review of energy consumption, CO2 emissions and policy in the residential sector (with an overview of the top ten CO2 emitting countries)	JfyVooFPAlUJ	https://www.sciencedirect.com/science/article/pii/S1364032114010053	P Nejat , F Jomehzadeh, MM Taheri, M Gohari ...	... and sustainable energy ...	2015	Elsevier	... Globally, the residential energy market is dominated by traditional biomass (40% of the total) followed by electricity (21%) and natural gas (20%), but the total proportion of fossil fuels has decreased over the past decade. Energy ...	704	425	2020-06-06	local+energy+market
The emerging liquid biofuel market in Argentina: Implications for domestic demand and international trade	zbVwjcoBDLoJ	https://www.sciencedirect.com/science/article/pii/S0301421507005782	P Lamers , K McCormick , JA Hilbert	Energy Policy	2008	Elsevier	... supplied. A &#39;switch back&#39; beyond the market emergence to local supply, although, is desirable in terms of the global energy matrix (ie the reduction of transport fuel imports and the insurance of a decentralised energy supply). The ...	78	426	2020-06-06	local+energy+market
The Analysis on Survey of Local Protection in China Domestic Market [J]	jeED07gOhiYJ	http://en.cnki.com.cn/Article_en/CJFDTotal-JJYJ200411007.htm	L Shantong, H Yongzhi, L Yunzhong...	Economic Research ...	2004	en.cnki.com.cn	... 3, Pi Jiancai; Local Duplicative Investments under Political Promotion Incentives[J];Finance ... xiong(School of Management, Fudan University, Shanghai 200433, China); Market Segmentation and ... Relative Technical Efficiency and Path Finding of Industry Energy Conservation-An ...	74	428	2020-06-06	local+energy+market
A case study of local food and its routes to market in the UK	VaE63a3f2LMJ	https://www.emerald.com/insight/content/doi/10.1108/00070700410529582/full/html	P Jones , D Comfort, D Hillier	British Food Journal	2004	emerald.com	... the aim here is to inform the later discussion of the routes to market for local ... miles, particularly the air freighting of food, should in turn help to reduce energy use and ... FLAIR (2003) also suggests that local food production enhances the viability of traditional farming systems that ...	160	430	2020-06-06	local+energy+market
Review of energy system flexibility measures to enable high levels of variable renewable electricity	n1BWTeGIQFEJ	https://www.sciencedirect.com/science/article/pii/S1364032115000672	PD Lund , J Lindgren , J Mikkola, J Salpakari	... and Sustainable Energy ...	2015	Elsevier		709	429	2020-06-06	local+energy+market
Spot and derivative pricing in the EEX power market	6fzt2haC9v4J	https://www.sciencedirect.com/science/article/pii/S0378426607001355	M Bierbrauer, C Menn, ST Rachev , S Trück	Journal of banking &amp; finance	2007	Elsevier	... transformed from a highly regulated government controlled system into deregulated local markets ... Energy exchanges like the European Energy Exchange (EEX) in Germany have been established ... While stock market returns usually display daily standard deviations in the range ...	194	431	2020-06-06	local+energy+market
Citizen versus consumer: challenges in the UK green power market	u-U7Uu5FQzUJ	https://www.sciencedirect.com/science/article/pii/S0301421500001427	SL Batley, D Colbourne, PD Fleming, P Urwin	Energy policy	2001	Elsevier	... The market share for green tariff products has not, however, been made publicly available ... When asked about energy preferences, the majority prefer renewable energy and energy efficiency over ... variables were identified as suitable for investigation as part of a local UK energy ...	211	433	2020-06-06	local+energy+market
Operation of a multiagent system for microgrid control	g2Kn7Uon_GIJ	https://ieeexplore.ieee.org/abstract/document/1490598/	AL Dimeas , ND Hatziargyriou	IEEE Transactions on Power ...	2005	ieeexplore.ieee.org	... The Buyer is the object in the assignment problem and the Seller is the person. Every Market Player Agent represents a single block of energy . Similar to the local loads, the virtual load is represented by Market Player Agents that are created from the Grid Agent ...	1231	432	2020-06-06	local+energy+market
Fast market penetration of energy technologies in retrospect with application to clean energy futures	jznH4DD_34QJ	https://www.sciencedirect.com/science/article/pii/S0306261910002102	PD Lund	Applied Energy	2010	Elsevier	... technologies potentially offer many advantages, eg modular units, the use of local resources, the ... Costs, energy system limitations, and fuel locality (eg hydro or geothermal) hamper the breakthrough ... spatial diffusion is, however, necessary to reach a high global market share of ...	37	435	2020-06-06	local+energy+market
Modelling and optimization of district heating and industrial energy system-an approach to a locally deregulated heat market	DQvQnfJV48kJ	https://onlinelibrary.wiley.com/doi/abs/10.1002/er.973	A Gebremedhin, B Moshfegh	International journal of energy ...	2004	Wiley Online Library	... other. The fact that there are well functioning local DHS in these regions, whose heat production differs in terms of cost and availability of energy , makes it interesting to consider a locally deregulated heat market . The opening ...	40	434	2020-06-06	local+energy+market
Disability benefit take-up and local labor market conditions	OLWN4oxYzrgJ	https://www.mitpressjournals.org/doi/abs/10.1162/rest_a_00692	KK Charles , Y Li , M Stephens Jr	Review of Economics and Statistics	2018	MIT Press	... the period from 1970 to 2011, which spans both the earlier cycles and the more recent run-up in energy prices during ... Given these differences, our work provides new and timely evidence on the relationship between disability pro- grams and local labor market conditions.3 ...	23	437	2020-06-06	local+energy+market
Decision making of a virtual power plant under uncertainties for bidding in a day-ahead market using point estimate method	ck0LjgMVHBkJ	https://www.sciencedirect.com/science/article/pii/S0142061512003766	M Peik-Herfeh, H Seifi , MK Sheikh-El-Eslami	... of Electrical Power &amp; Energy ...	2013	Elsevier	... a methodology based on probabilistic PBUC for VPP bidding in energy market . â–º Possibility of exchanging energy with upstream network via three GSPs is considered. â–º The results is analyzed for three cases; with and without observing uncertainties. â–º The local operation of ...	175	436	2020-06-06	local+energy+market
Electricity Internal Market in the European Union: What to do next?	M1kD9agiep4J	https://books.google.com/books?hl=en&amp;lr=&amp;id=c0RIzTwJ33QC&amp;oi=fnd&amp;pg=PA3&amp;dq=local+energy+market&amp;ots=FUQD65LQ7H&amp;sig=-hHsWA--vID3JYN9myBmWGnZPn0	JM Glachant , F Lévêque	... . Towards a Single Energy Market	2009	books.google.com	... Finally, these market operators would stabilize the framework of action for wholesale markets ... pressures made necessary by excessively dominant positions on markets that are too local ... without the RWE [Rheinisch-WestfÃ¤lisches ElektrizitÃ¤t- swerk] or E. ON [&#39; energy &#39;&#39;on&#39;] control ...	69	438	2020-06-06	local+energy+market
Design of an economically efficient feed-in tariff structure for renewable energy development	YVAgfm8DwZIJ	https://www.sciencedirect.com/science/article/pii/S0301421507004983	JA Lesser, X Su	Energy policy	2008	Elsevier	... global climate change, a desire to reduce dependence on imported fossil fuels, increased portfolio diversity, local economic development, etc ... incentives for owners of renewable generation to maximize their energy production, without distorting wholesale energy market prices ...	328	439	2020-06-06	local+energy+market
Electricity market integration: global trends and implications for the EAS region	8qTJEXDoJBkJ	https://www.sciencedirect.com/science/article/pii/S2211467X12000466	Y Wu	Energy Strategy Reviews	2013	Elsevier	... More recently the passing of the 2009 Electricity Law offers some degree of freedom to local governments in dealing with IPPs and ... Thus electricity market integration has become an important part of the overall goal of developing an integrated energy market in the EAS area ...	27	440	2020-06-06	local+energy+market
Smart municipal energy grid within electricity market	91zuiE1vOW8J	https://www.sciencedirect.com/science/article/pii/S0360544217311726	I Batas-Bjelic , N Rajakovic, N Duic	Energy	2017	Elsevier	... in the case of Congo [9]. HOMER has been used as a planning tool for municipal smart energy grids in Serbia for the purpose of the Covenant of Mayors optimal local energy plan [12], [42], but with fixed national electricity grid tariff and not with real time electricity market prices ...	17	441	2020-06-06	local+energy+market
Strategic bidding of generating units in competitive electricity market with considering their reliability	W5_f__K7zVkJ	https://www.sciencedirect.com/science/article/pii/S0142061507000932	S Soleymani , AM Ranjbar , AR Shirani	... of Electrical Power &amp; Energy ...	2008	Elsevier	... points. This method will decrease the risk of obtaining local solutions. 5. Simulation results. The 6-bus system is used in Fig. 4 to illustrate the results of application of the proposed method for a daily energy market . There are ...	35	442	2020-06-06	local+energy+market
